source_file,calculation_group,calculation_type,status,R_A,state,energy_Ha,spin_S,multiplicity,alpha,beta,coefficient,weight,notes
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,01010000000000000000100000000,11100000000000000000000000000,-0.06126310,0.00375317,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11100000000000000000000000000,10010000000000000000010000000,-0.06126310,0.00375317,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11100000000000000000000000000,01010000000000000000100000000,0.06126310,0.00375317,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11010000000000000000000000000,01100000000000000000000000100,-0.05448080,0.00296816,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11010000000000000000000000000,10100000000000000000000001000,0.05448080,0.00296816,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,01100000000000000000000000100,11010000000000000000000000000,0.05448080,0.00296816,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,10100000000000000000000001000,11010000000000000000000000000,-0.05448080,0.00296816,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,01010000000000000000000000100,11100000000000000000000000000,-0.05082630,0.00258331,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,10010000000000000000000001000,11100000000000000000000000000,0.05082630,0.00258331,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11100000000000000000000000000,01010000000000000000000000100,0.05082630,0.00258331,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,2,-106.771407520000,1.000,3.000,11100000000000000000000000000,10010000000000000000000001000,-0.05082630,0.00258331,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,11010000000000000000000000000,0.63900360,0.40832560,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,11100000000000000000000000000,0.63900360,0.40832560,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,11100000000000000000000000000,0.16684820,0.02783832,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,11000010000000000000000000000,0.16368400,0.02679245,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11000010000000000000000000000,11100000000000000000000000000,0.16368400,0.02679245,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11000000000000000000000000010,11010000000000000000000000000,-0.08213460,0.00674609,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,11000000000000000000000000010,-0.08213460,0.00674609,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,11000001000000000000000000000,-0.07654160,0.00585862,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11000001000000000000000000000,11100000000000000000000000000,-0.07654160,0.00585862,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,10100000000000000000010000000,11010000000000000000000000000,-0.06422880,0.00412534,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,01100000000000000000100000000,11010000000000000000000000000,0.06422880,0.00412534,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,10100000000000000000010000000,-0.06422880,0.00412534,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,01100000000000000000100000000,0.06422880,0.00412534,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,10010000000000000000010000000,-0.06009490,0.00361140,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11100000000000000000000000000,01010000000000000000100000000,0.06009490,0.00361140,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,10010000000000000000010000000,11100000000000000000000000000,-0.06009490,0.00361140,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,01010000000000000000100000000,11100000000000000000000000000,0.06009490,0.00361140,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,01100000000000000000000000100,11010000000000000000000000000,0.05349030,0.00286121,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,10100000000000000000000001000,11010000000000000000000000000,-0.05349030,0.00286121,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,01100000000000000000000000100,0.05349030,0.00286121,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_00.out,single_points_properties,single_point,normal,5.000000,3,-106.770018540900,0.000,1.000,11010000000000000000000000000,10100000000000000000000001000,-0.05349030,0.00286121,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,1,-106.788958436800,0.000,1.000,11100000000000000000000000000,11100000000000000000000000000,-0.96782770,0.93669046,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,1,-106.788958436800,0.000,1.000,11010000000000000000000000000,11100000000000000000000000000,0.11086020,0.01228998,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,1,-106.788958436800,0.000,1.000,11100000000000000000000000000,11010000000000000000000000000,0.11086020,0.01228998,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,1,-106.788958436800,0.000,1.000,11000010000000000000000000000,11100000000000000000000000000,0.05415480,0.00293274,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,1,-106.788958436800,0.000,1.000,11100000000000000000000000000,11000010000000000000000000000,0.05415480,0.00293274,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,11100000000000000000000000000,0.64812300,0.42006342,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,11010000000000000000000000000,-0.64812300,0.42006342,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11000010000000000000000000000,11100000000000000000000000000,0.17465860,0.03050563,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,11000010000000000000000000000,-0.17465860,0.03050563,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,11000000000000000000000000010,0.07473340,0.00558508,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11000000000000000000000000010,11010000000000000000000000000,-0.07473340,0.00558508,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,10100000000000000000000001000,0.06356890,0.00404101,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,01100000000000000000000000100,-0.06356890,0.00404101,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,10100000000000000000000001000,11010000000000000000000000000,-0.06356890,0.00404101,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,01100000000000000000000000100,11010000000000000000000000000,0.06356890,0.00404101,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11000001000000000000000000000,11100000000000000000000000000,-0.06134070,0.00376268,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,11000001000000000000000000000,0.06134070,0.00376268,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,10010000000000000000000001000,11100000000000000000000000000,0.05937950,0.00352593,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,01010000000000000000000000100,11100000000000000000000000000,-0.05937950,0.00352593,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,10010000000000000000000001000,-0.05937950,0.00352593,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,01010000000000000000000000100,0.05937950,0.00352593,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,01100000000000000000010000000,-0.05873220,0.00344947,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11010000000000000000000000000,10100000000000000000100000000,0.05873220,0.00344947,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,01100000000000000000010000000,11010000000000000000000000000,0.05873220,0.00344947,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,10100000000000000000100000000,11010000000000000000000000000,-0.05873220,0.00344947,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,01010000000000000000010000000,11100000000000000000000000000,-0.05502470,0.00302772,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,10010000000000000000100000000,11100000000000000000000000000,0.05502470,0.00302772,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,01010000000000000000010000000,0.05502470,0.00302772,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,2,-106.771197420400,1.000,3.000,11100000000000000000000000000,10010000000000000000100000000,-0.05502470,0.00302772,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,11010000000000000000000000000,-0.64048070,0.41021553,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,11100000000000000000000000000,-0.64048070,0.41021553,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,11100000000000000000000000000,-0.18385200,0.03380156,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,11000010000000000000000000000,-0.16084210,0.02587018,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11000010000000000000000000000,11100000000000000000000000000,-0.16084210,0.02587018,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11000000000000000000000000010,11010000000000000000000000000,-0.07336440,0.00538234,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,11000000000000000000000000010,-0.07336440,0.00538234,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,10100000000000000000000001000,11010000000000000000000000000,-0.06222120,0.00387148,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,01100000000000000000000000100,11010000000000000000000000000,0.06222120,0.00387148,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,10100000000000000000000001000,-0.06222120,0.00387148,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,01100000000000000000000000100,0.06222120,0.00387148,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,10010000000000000000000001000,-0.05809500,0.00337503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,01010000000000000000000000100,0.05809500,0.00337503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,10010000000000000000000001000,11100000000000000000000000000,-0.05809500,0.00337503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,01010000000000000000000000100,11100000000000000000000000000,0.05809500,0.00337503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,01100000000000000000010000000,11010000000000000000000000000,0.05747960,0.00330390,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,10100000000000000000100000000,11010000000000000000000000000,-0.05747960,0.00330390,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,01100000000000000000010000000,0.05747960,0.00330390,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11010000000000000000000000000,10100000000000000000100000000,-0.05747960,0.00330390,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,01010000000000000000010000000,0.05382510,0.00289714,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,10010000000000000000100000000,-0.05382510,0.00289714,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,01010000000000000000010000000,11100000000000000000000000000,0.05382510,0.00289714,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,10010000000000000000100000000,11100000000000000000000000000,-0.05382510,0.00289714,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11100000000000000000000000000,11000001000000000000000000000,0.05312090,0.00282183,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_30.out,single_points_properties,single_point,normal,5.300000,3,-106.770128250100,0.000,1.000,11000001000000000000000000000,11100000000000000000000000000,0.05312090,0.00282183,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,1,-106.785040242100,0.000,1.000,11100000000000000000000000000,11100000000000000000000000000,0.96452300,0.93030462,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,1,-106.785040242100,0.000,1.000,11100000000000000000000000000,11010000000000000000000000000,-0.12412240,0.01540637,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,1,-106.785040242100,0.000,1.000,11010000000000000000000000000,11100000000000000000000000000,-0.12412240,0.01540637,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,1,-106.785040242100,0.000,1.000,11100000000000000000000000000,11000010000000000000000000000,0.05592070,0.00312712,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,1,-106.785040242100,0.000,1.000,11000010000000000000000000000,11100000000000000000000000000,0.05592070,0.00312712,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,11100000000000000000000000000,0.65088020,0.42364503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11100000000000000000000000000,11010000000000000000000000000,-0.65088020,0.42364503,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11000010000000000000000000000,11100000000000000000000000000,-0.16929730,0.02866158,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11100000000000000000000000000,11000010000000000000000000000,0.16929730,0.02866158,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,11000000000000000000000000010,-0.06971550,0.00486025,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11000000000000000000000000010,11010000000000000000000000000,0.06971550,0.00486025,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,10100000000000000000000001000,0.06946710,0.00482568,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,01100000000000000000000000100,-0.06946710,0.00482568,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,10100000000000000000000001000,11010000000000000000000000000,-0.06946710,0.00482568,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,01100000000000000000000000100,11010000000000000000000000000,0.06946710,0.00482568,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,10010000000000000000000001000,11100000000000000000000000000,0.06493300,0.00421629,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,01010000000000000000000000100,11100000000000000000000000000,-0.06493300,0.00421629,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11100000000000000000000000000,10010000000000000000000001000,-0.06493300,0.00421629,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11100000000000000000000000000,01010000000000000000000000100,0.06493300,0.00421629,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,01100000000000000000010000000,-0.05289780,0.00279818,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,11010000000000000000000000000,10100000000000000000100000000,0.05289780,0.00279818,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,01100000000000000000010000000,11010000000000000000000000000,0.05289780,0.00279818,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,2,-106.771057842500,1.000,3.000,10100000000000000000100000000,11010000000000000000000000000,-0.05289780,0.00279818,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11100000000000000000000000000,11010000000000000000000000000,0.64036490,0.41006721,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11010000000000000000000000000,11100000000000000000000000000,0.64036490,0.41006721,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11100000000000000000000000000,11100000000000000000000000000,0.20165550,0.04066494,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11100000000000000000000000000,11000010000000000000000000000,-0.15586260,0.02429315,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11000010000000000000000000000,11100000000000000000000000000,-0.15586260,0.02429315,printed_ci_coefficient_threshold_from_output
new_runs/single_points_properties/outputs/lif_sp_R_5_50.out,single_points_properties,single_point,normal,5.500000,3,-106.770133262500,0.000,1.000,11000000000000000000000000010,11010000000000000000000000000,-0.06812990,0.00464168,printed_ci_coefficient_threshold_from_output
