source_file,R_A,state,energy_Ha,energy_rel_eV,dipole_D,dipole_x_D,dipole_y_D,dipole_z_D,charge_Li,charge_F,s2,multiplicity,leading_configuration,leading_ci_coefficient,second_configuration,second_ci_coefficient,natural_occupation_summary,status,notes
new_runs/single_points_properties/outputs/lif_sp_R_8_75.out,8.750000,1,-106.770132759200,5.80951986,0.01238100,0.00000000,0.00000000,0.01238100,0.00009700,-0.00009700,0.000000,1.000,11010000000000000000000000000|11100000000000000000000000000,0.67040740,11100000000000000000000000000|11010000000000000000000000000,0.67040740,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_75.out,8.750000,2,-106.770132101800,5.80953775,,,,,,,2.000000,3.000,11100000000000000000000000000|11010000000000000000000000000,0.67043300,11010000000000000000000000000|11100000000000000000000000000,-0.67043300,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_75.out,8.750000,3,-106.747241919500,6.43241134,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,-0.98717860,,,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_80.out,8.800000,1,-106.770131177600,5.80956289,0.01255700,0.00000000,0.00000000,0.01255700,0.00009100,-0.00009100,0.000000,1.000,11010000000000000000000000000|11100000000000000000000000000,0.67051610,11100000000000000000000000000|11010000000000000000000000000,0.67051610,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_80.out,8.800000,2,-106.770130597500,5.80957868,,,,,,,2.000000,3.000,11100000000000000000000000000|11010000000000000000000000000,0.67053870,11010000000000000000000000000|11100000000000000000000000000,-0.67053870,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_80.out,8.800000,3,-106.746895353900,6.44184187,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,0.98718850,,,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_90.out,8.900000,1,-106.770128231200,5.80964307,0.01282600,0.00000000,0.00000000,0.01282600,0.00008100,-0.00008100,0.000000,1.000,11100000000000000000000000000|11010000000000000000000000000,0.67072490,11010000000000000000000000000|11100000000000000000000000000,0.67072480,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_90.out,8.900000,2,-106.770127779400,5.80965536,,,,,,,2.000000,3.000,11010000000000000000000000000|11100000000000000000000000000,-0.67074260,11100000000000000000000000000|11010000000000000000000000000,0.67074250,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_8_90.out,8.900000,3,-106.746214115300,6.46037931,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,-0.98720600,,,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_00.out,9.000000,1,-106.770125499200,5.80971741,0.01300400,0.00000000,0.00000000,0.01300400,0.00007300,-0.00007300,0.000000,1.000,11100000000000000000000000000|11010000000000000000000000000,0.67092210,11010000000000000000000000000|11100000000000000000000000000,0.67092200,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_00.out,9.000000,2,-106.770125147200,5.80972699,,,,,,,2.000000,3.000,11010000000000000000000000000|11100000000000000000000000000,-0.67093590,11100000000000000000000000000|11010000000000000000000000000,0.67093590,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_00.out,9.000000,3,-106.745548265600,6.47849801,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,0.98722140,,,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_10.out,9.100000,1,-106.770122980700,5.80978594,0.01311100,0.00000000,0.00000000,0.01311100,0.00006600,-0.00006600,0.000000,1.000,11100000000000000000000000000|11010000000000000000000000000,0.67110910,11010000000000000000000000000|11100000000000000000000000000,0.67110910,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_10.out,9.100000,2,-106.770122706500,5.80979340,,,,,,,2.000000,3.000,11010000000000000000000000000|11100000000000000000000000000,0.67112000,11100000000000000000000000000|11010000000000000000000000000,-0.67112000,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_10.out,9.100000,3,-106.744897265100,6.49621263,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,0.98723490,,,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_20.out,9.200000,1,-106.770120625000,5.80985005,0.01316400,0.00000000,0.00000000,0.01316400,0.00006000,-0.00006000,0.000000,1.000,11010000000000000000000000000|11100000000000000000000000000,0.67128650,11100000000000000000000000000|11010000000000000000000000000,0.67128650,2.0000 2.0000 2.0000 1.9993 1.9993,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_20.out,9.200000,2,-106.770120411600,5.80985585,,,,,,,2.000000,3.000,11100000000000000000000000000|11010000000000000000000000000,-0.67129510,11010000000000000000000000000|11100000000000000000000000000,0.67129510,,normal,ci_eigenvector
new_runs/single_points_properties/outputs/lif_sp_R_9_20.out,9.200000,3,-106.744260598900,6.51353720,,,,,,,0.000000,1.000,11100000000000000000000000000|11100000000000000000000000000,-0.98724690,,,,normal,ci_eigenvector
